systematic,gene,length,RNA_Prints
YNL237W,YTP1,1380,486.1427895
YNL207W,RIO2,1278,7394.858351
YNL217W,YNL217W,981,7009.181376
YNL208W,YNL208W,600,16459.72696
YNL267W,PIK1,3201,6887.13339
YNL245C,CWC25,540,1647.937454
YNL235C,YNL235C,432,182.7408676
YNL251C,NRD1,1728,6359.193263
YNL233W,BNI4,2679,3856.081498
YNL270C,ALP1,1722,615.4126915
YNL268W,LYP1,1836,11067.49224
YNL220W,ADE12,1302,30247.69718
YNL210W,MER1,813,95.7107979
YNL241C,ZWF1,1518,13025.71801
YNL202W,SPS19,879,333.0635675
YNL214W,PEX17,600,1534.113341
YNL266W,YNL266W,420,269.8827386
YNL248C,RPA49,1248,11573.63206
YNL224C,SQS1,2304,4162.642179
YNL256W,FOL1,2475,7482.303807
YNL211C,YNL211C,261,971.7005614
YNL234W,YNL234W,1281,1127.205386
YNL206C,RTT106,1368,5772.560101
YNL218W,MGS1,1764,2232.317366
YNL262W,POL2,6669,10758.46131
YNL223W,ATG4,1485,1736.216288
YNL244C,SUI1,327,25577.3583
YNL252C,MRPL17,846,3933.482022
YNL215W,IES2,963,3243.749326
YNL265C,IST1,897,3105.94956
YNL257C,SIP3,3690,5915.168478
YNL247W,YNL247W,2304,17337.3124
YNL227C,JJJ1,1773,3942.715367
YNL230C,ELA1,1140,1481.861477
YNL229C,URE2,1065,5826.528881
YNL205C,YNL205C,423,136.0580045
YNL219C,ALG9,1668,6405.491013
YNL258C,DSL1,2265,6746.465991
YNL261W,ORC5,1440,4096.656551
YNL243W,SLA2,2907,13894.75155
YNL253W,TEX1,1269,3097.946862
YNL212W,VID27,2349,6689.63007
YNL231C,PDR16,1056,11375.92338
YNL264C,PDR17,1053,3791.311439
YNL209W,SSB2,1842,84624.02686
YNL263C,YIF1,945,6202.430668
YNL222W,SSU72,621,2607.111758
YNL238W,KEX2,2445,6198.093045
YNL254C,RTC4,1206,2158.731741
YNL236W,SIN4,2925,5197.965731
YNL216W,RAP1,2484,8248.34594
YNL269W,BSC4,396,18.28009451
YNL259C,ATX1,222,5602.462774
YNL260C,LTO1,597,2218.385941
YNL221C,POP1,2628,6917.64512
YNL250W,RAD50,3939,2685.518523
YNL226W,YNL226W,411,61.44173405
YNL246W,VPS75,795,4836.259747
YNL168C,FMP41,780,4880.175896
YNL152W,INN1,1230,2296.558555
YNL170W,YNL170W,396,517.4756855
YNL163C,RIA1,3333,7987.058895
YNL182C,IPI3,1668,8831.099166
YNL189W,SRP1,1629,16949.07193
YNL195C,YNL195C,786,285.3470028
YNL162W-A,YNL162W-A,219,1204.178509
YNL145W,MFA2,117,21982.92708
YNL127W,FAR11,2862,3416.230918
YNL177C,MRPL22,930,5661.202879
YNL186W,UBP10,2379,10043.02525
YNL190W,YNL190W,615,12253.8917
YNL187W,SWT21,1074,1344.924469
YNL130C,CPT1,1182,9117.208508
YNL148C,ALF1,765,1806.706901
YNL199C,GCR2,1605,5354.976256
YNL155W,CUZ1,825,6270.720674
YNL139C,THO2,4794,7638.103175
YNL141W,AAH1,1044,10879.50857
YNL173C,MDG1,1101,4394.00895
YNL160W,YGP1,1065,6381.861985
YNL194C,YNL194C,906,150.0047764
YNL134C,YNL134C,1131,10356.39062
YNL146W,YNL146W,303,403.63314
YNL169C,PSD1,1503,6068.810369
YNL128W,TEP1,1305,393.053841
YNL151C,RPC31,756,5015.068889
YNL183C,NPR1,2373,3626.517008
YNL193W,YNL193W,1677,2671.73056
YNL166C,BNI5,1347,5902.703838
YNL149C,PGA2,390,10520.70841
YNL198C,YNL198C,303,468.7171361
YNL138W,SRV2,1581,14082.02936
YNL154C,YCK2,1641,10105.18532
YNL176C,TDA7,1911,3542.060465
YNL164C,IBD2,1056,3602.724322
YNL178W,RPS3,723,283630.4961
YNL179C,YNL179C,438,591.9093386
YNL130C-A,DGR1,147,20.83966451
YNL180C,RHO5,996,4443.065569
YNL158W,PGA1,597,2090.531432
YNL197C,WHI3,1986,4487.111825
YNL133C,FYV6,522,1343.606202
YNL159C,ASI2,870,2776.738475
YNL144W-A,YNL144W-A,84,16.69326622
YNL161W,CBK1,2271,5660.809745
YNL150W,YNL150W,408,988.5055322
YNL129W,NRK1,723,3143.423435
YNL144C,YNL144C,2223,1358.657167
YNL175C,NOP13,1212,12228.30439
YNL184C,YNL184C,327,1090.489428
YNL192W,CHS1,3396,12749.6077
YNL172W,APC1,5247,4647.03595
YNL157W,IGO1,507,5812.823854
YNL135C,FPR1,345,31044.88275
YNL137C,NAM9,1461,5650.687665
YNL147W,LSM7,348,5244.470808
YNL171C,YNL171C,369,53.73995302
YNL165W,YNL165W,1221,1881.234767
YNL162W,RPL42A,321,41288.95223
YNL125C,ESBP6,2022,3153.995049
YNL142W,MEP2,1500,1831.02543
YNL146C-A,YNL146C-A,195,656.5281831
YNL188W,KAR1,1302,3307.243833
YNL196C,SLZ1,897,102.9741656
YNL167C,SKO1,1944,2813.375441
YNL132W,KRE33,3171,12778.46219
YNL153C,GIM3,390,6460.85576
YNL143C,YNL143C,393,523.9256488
YNL174W,YNL174W,573,480.9804301
YNL181W,YNL181W,1224,5167.378039
YNL138W-A,YSF3,258,2025.803683
YNL136W,EAF7,1278,2855.271305
YNL156C,NSG2,900,7207.044022
YNL140C,YNL140C,570,944.3321536
YNL200C,YNL200C,741,1901.856251
YNL126W,SPC98,2541,4082.186113
YNL185C,MRPL19,477,3135.667318
YNL191W,DUG3,1074,2560.085101
YNL131W,TOM22,459,11918.64003
YNL097C,PHO23,993,3085.84104
YNL103W,MET4,2019,5235.304076
YNL113W,RPC19,429,8713.178565
YNL072W,RNH201,924,2082.968068
YNL064C,YDJ1,1230,31248.41329
YNL122C,YNL122C,348,2611.236411
YNL114C,YNL114C,372,484.3985742
YNL093W,YPT53,663,86.52160109
YNL117W,MLS1,1665,268.9243884
YNL107W,YAF9,681,2386.695822
YNL067W,RPL9B,576,37527.49859
YNL077W,APJ1,1587,1822.398553
YNL069C,RPL16B,597,115604.2527
YNL080C,EOS1,1101,3687.681794
YNL078W,NIS1,1224,4369.592548
YNL109W,YNL109W,546,448.2026343
YNL079C,TPM1,600,30105.51273
YNL100W,MIC27,705,4580.564389
YNL073W,MSK1,1731,3899.410626
YNL123W,NMA111,2994,11126.32062
YNL063W,MTQ1,945,2328.439291
YNL055C,POR1,852,32018.54964
YNL084C,END3,1050,8340.046674
YNL119W,NCS2,1482,4780.048645
YNL094W,APP1,1764,4024.001834
YNL074C,MLF3,1359,3620.997214
YNL104C,LEU4,1860,21174.45625
YNL112W,DBP2,1641,24226.5428
YNL068C,FKH2,2589,4229.953277
YNL083W,SAL1,1485,2343.868714
YNL056W,OCA2,594,4196.828013
YNL054W-A,YNL054W-A_CDS,1323,8719.52109
YNL101W,AVT4,2142,4579.343158
YNL090W,RHO2,579,4681.659816
YNL116W,DMA2,1569,3426.289962
YNL066W,SUN4,1263,15755.30042
YNL070W,TOM7,183,7795.382482
YNL087W,TCB2,3537,13665.1151
YNL089C,YNL089C,477,312.6015208
YNL095C,YNL095C,1929,1947.183864
YNL105W,RRT16,429,32.73109431
YNL111C,CYB5,363,16274.00074
YNL075W,IMP4,873,8053.26231
YNL058C,YNL058C,951,3728.339069
YNL062C,GCD10,1437,7189.577316
YNL120C,YNL120C,486,87.25760097
YNL097W-A,YNL097W-A,156,111.6068612
YNL118C,DCP2,2913,10681.60234
YNL091W,NST1,3723,9437.263058
YNL097C-B,YNL097C-B,123,508.3278316
YNL065W,AQR1,1761,4092.749113
YNL115C,YNL115C,1935,3101.810589
YNL071W,LAT1,1449,25683.63023
YNL057W,YNL057W,333,231.8098474
YNL098C,RAS2,969,14372.43752
YNL082W,PMS1,2622,3349.921909
YNL096C,RPS7B,573,35517.29204
YNL102W,POL1,4407,7947.535752
YNL081C,SWS2,432,3664.08879
YNL061W,NOP2,1857,12274.75101
YNL059C,ARP5,2268,7160.324362
YNL121C,TOM70,1854,15441.59057
YNL086W,SNN1,309,974.9740297
YNL103W-A,YNL103W-A,90,155.226074
YNL088W,TOP2,4287,11742.15137
YNL092W,YNL092W,1203,441.3850381
YNL110C,NOP15,663,12077.35569
YNL076W,MKS1,1755,3831.605091
YNL106C,INP52,3552,2769.079622
YNL067W-A,YNL067W-A,147,9.981007968
YNL067W-B,YNL067W-B,141,465.518664
YNL099C,OCA1,717,4609.213792
YNL085W,MKT1,2493,15202.65429
YNL108C,YNL108C,813,4066.635304
YNR007C,ATG3,933,1640.002533
YNL019C,YNL019C,855,20.81837699
YNL031C,HHT2,411,42137.35977
YNL042W,BOP3,1191,1625.121691
YNL045W,LAP2,2016,6962.145505
YNL010W,YNL010W,726,22338.71756
YNL003C,PET8,855,3663.621151
YNL028W,YNL028W,318,27.94996876
YNL007C,SIS1,1059,14851.28133
YNL051W,COG5,1212,3612.748321
YNR010W,CSE2,450,1622.738206
YNL008C,ASI3,2031,4367.636502
YNL035C,YNL035C,1170,43385.75249
YNL021W,HDA1,2121,4253.955387
YNL002C,RLP7,969,20280.99759
YNR001W-A,YNR001W-A,219,5.611914113
YNR006W,VPS27,1869,3592.940913
YNL009W,IDP3,1263,609.513501
YNL032W,SIW14,846,4243.97057
YNL015W,PBI2,228,3622.362024
YNL052W,COX5A,462,9787.114728
YNR001C,CIT1,1440,11451.39014
YNL025C,SSN8,972,1688.57388
YNL036W,NCE103,666,8177.627919
YNL020C,ARK1,1917,2226.137121
YNL016W,PUB1,1362,18215.54375
YNL044W,YIP3,531,6782.193761
YNL038W,GPI15,690,4558.430377
YNL042W-B,YNL042W-B,258,2793.352551
YNL001W,DOM34,1161,6123.716018
YNR009W,NRM1,750,2272.381648
YNR014W,YNR014W,639,981.4409459
YNL006W,LST8,912,4211.937626
YNR005C,YNR005C,405,40.36351625
YNL040W,YNL040W,1371,4699.251878
YNL012W,SPO1,1896,586.0009526
YNL053W,MSG5,1470,3119.079098
YNR011C,PRP2,2631,3237.334736
YNL024C,YNL024C,741,1047.688672
YNL024C-A,KSH1,219,4835.066002
YNL005C,MRP7,1116,6973.656746
YNL011C,YNL011C,1335,3044.494112
YNL033W,YNL033W,855,31.67468975
YNL023C,FAP1,2898,4921.382256
YNL047C,SLM2,1971,2662.738147
YNL041C,COG6,2520,4838.740818
YNL013C,YNL013C,378,18.48649911
YNL030W,HHF2,312,42352.08953
YNL027W,CRZ1,2037,3770.6487
YNL017C,YNL017C,339,381.4198775
YNL037C,IDH1,1083,11912.41021
YNL039W,BDP1,1785,4481.219243
YNR015W,SMM1,1155,4227.652459
YNR008W,LRO1,1986,3891.48894
YNL034W,YNL034W,1839,29.45847951
YNL018C,YNL018C,1839,69.31229675
YNL022C,RCM1,1473,5748.255349
YNL043C,YNL043C,321,539.5478557
YNL050C,YNL050C,813,4077.00702
YNL048W,ALG11,1647,5113.954013
YNR003C,RPC34,954,6279.944453
YNR003W-A,YNR003W-A,99,55.37633824
YNL029C,KTR5,1569,2603.154082
YNR013C,PHO91,2685,8048.15798
YNR004W,SWM2,441,725.6916256
YNR012W,URK1,1506,4451.372215
YNL004W,HRB1,1365,7994.281615
YNL046W,YNL046W,519,3098.392595
YNL054W,VAC7,3498,3724.86523
YNL026W,SAM50,1455,4912.894711
YNL049C,SFB2,2631,5881.866981
YNL014W,HEF3,3135,1427.045273
YNR002C,ATO2,849,223.1564759
YNR020C,ATP23,813,2169.373955
YNR067C,DSE4,3354,16251.44741
YNR075W,COS10,1125,1057.892178
YNR077C,YNR077C,255,5.163466443
YNR069C,BSC5,1470,1061.15501
YNR045W,PET494,1470,1892.263844
YNR059W,MNT4,1743,2864.272643
YNR017W,TIM23,669,8021.188294
YNR018W,RCF2,675,7443.216542
YNR035C,ARC35,1029,11827.66675
YNR021W,YNR021W,1215,14987.11472
YNR076W,PAU6,363,42.93252786
YNR052C,POP2,1302,5305.906714
YNR039C,ZRG17,1818,3246.308461
YNR071C,YNR071C,1029,116.2964182
YNR036C,MRPS12,462,7785.274505
YNR062C,YNR062C,984,135.5203891
YNR049C,MSO1,633,2610.911348
YNR024W,MPP6,561,3303.571717
YNR056C,BIO5,1686,274.5115531
YNR029C,YNR029C,1290,4857.038521
YNR019W,ARE2,1929,7292.309768
YNR061C,YNR061C,660,5126.710304
YNR032C-A,HUB1,222,3080.827198
YNR066C,YNR066C,1311,1509.285199
YNR043W,MVD1,1191,13560.64727
YNR054C,ESF2,951,4299.748819
YNR053C,NOG2,1461,20222.58607
YNR072W,HXT17,1695,23.11772725
YNR068C,YNR068C,819,650.542239
YNR044W,AGA1,2178,2821.138465
YNR075C-A,YNR075C-A,93,4.476176692
YNR047W,FPK1,2682,3490.821873
YNR032W,PPG1,1107,3449.818546
YNR048W,YNR048W,1182,2050.983417
YNR037C,RSM19,276,3781.502591
YNR027W,BUD17,954,3009.113281
YNR050C,LYS9,1341,23782.70413
YNR026C,SEC12,1416,3845.560675
YNR073C,YNR073C,1509,100.0403694
YNR030W,ALG12,1656,5228.839788
YNR034W-A,YNR034W-A,297,745.0427711
YNR028W,CPR8,927,4230.282314
YNR023W,SNF12,1701,3263.596878
YNR060W,FRE4,2160,2020.936775
YNR033W,ABZ1,2364,5672.549194
YNR055C,HOL1,1761,7419.303166
YNR042W,YNR042W,429,88.11676279
YNR065C,YNR065C,3351,2319.932949
YNR034W,SOL1,966,1773.633971
YNR040W,YNR040W,771,2632.594678
YNR064C,YNR064C,873,133.7701339
YNR051C,BRE5,1548,8160.40598
YNR046W,TRM112,408,6038.143358
YNR074C,AIF1,1137,3872.281939
YNR058W,BIO3,1443,1093.70639
YNR038W,DBP6,1890,5021.727286
YNR022C,MRPL50,420,4025.569008
YNR063W,YNR063W,1824,829.445632
YNR057C,BIO4,714,1046.77455
YNR025C,YNR025C,360,474.5159358
YNR031C,SSK2,4740,7085.807563
YNR041C,COQ2,1119,4536.119072
YNR070W,PDR18,4002,314.3253383
YPR190C,RPC82,1965,6184.357812
YPR124W,CTR1,1221,12784.70354
YPL016W,SWI1,3945,4581.414109
YPR045C,THP3,1413,4499.174356
YPR123C,YPR123C,435,361.4345947
YPL222W,FMP40,2067,1641.449357
YPL085W,SEC16,6588,15240.56104
YPL153C,RAD53,2466,2135.779158
YPL269W,KAR9,1935,2107.593803
YPL249C-A,RPL36B,303,86996.49684
YPL244C,HUT1,1020,5463.513794
YPL274W,SAM3,1764,8455.83072
YPL258C,THI21,1656,1342.274364
YPL262W,FUM1,1467,12333.6795
YPL236C,ENV7,1095,2076.875201
YPL254W,HFI1,1467,5737.580616
YPL239W,YAR1,603,7475.915378
YPL232W,SSO1,873,8196.661963
YPL224C,MMT2,1455,3140.75387
YPL271W,ATP15,189,7659.096797
YPL248C,GAL4,2646,495.8064031
YPL227C,ALG5,1005,6400.189991
YPL266W,DIM1,957,8531.318091
YPL257W-A,YPL257W-A_CDS,1323,11821.50923
YPL280W,HSP32,714,23.37593256
YPL243W,SRP68,1800,14677.61555
YPL229W,YPL229W,621,1215.939563
YPL261C,YPL261C,309,44.43362179
YPL250C,ICY2,411,4483.889811
YPL257W-B,YPL257W-B_CDS,5268,54620.24808
YPL272C,PBI1,1554,868.7410553
YPL268W,PLC1,2610,3988.088269
YPL240C,HSP82,2130,22489.54517
YPL247C,YPL247C,1572,2815.921475
YPL237W,SUI3,858,27256.76986
YPL255W,BBP1,1158,2277.330132
YPL265W,DIP5,1827,17092.54324
YPL234C,VMA11,495,16483.47266
YPL283C,YRF1-7,5580,3665.216587
YPL242C,IQG1,4488,8399.848644
YPL223C,GRE1,507,179.6649905
YPL251W,YPL251W,303,132.7915171
YPL250W-A,YPL250W-A,288,6953.545156
YPL246C,RBD2,789,6968.347114
YPL226W,NEW1,3591,27770.21059
YPL230W,USV1,1176,939.7752038
YPL225W,YPL225W,441,16265.66559
YPL259C,APM1,1428,4290.459025
YPL228W,CET1,1650,3983.037273
YPL260W,YPL260W,1656,7260.876093
YPL256C,CLN2,1638,6312.604613
YPL278C,YPL278C,303,47.13527083
YPL241C,CIN2,807,2168.751258
YPL273W,SAM4,978,11646.7131
YPL263C,KEL3,1956,11660.11612
YPL252C,YAH1,519,4559.272285
YPL264C,YPL264C,1062,938.8332438
YPL282C,PAU22,495,7.985965183
YPL235W,RVB2,1416,10734.4752
YPL245W,YPL245W,1365,6100.198475
YPL267W,ACM1,630,2597.228173
YPL277C,YPL277C,1464,204.1797479
YPL257W,YPL257W,582,763.3328182
YPL279C,FEX2,1128,389.0190428
YPL281C,ERR2,1314,69.42461932
YPL238C,YPL238C,390,1577.261326
YPL233W,NSL1,651,2158.959441
YPL270W,MDL2,2322,5337.860152
YPL249C,GYP5,2685,3159.296422
YPL231W,FAS2,5664,130439.5083
YPL283W-B,YPL283W-B,483,162.3987177
YPL283W-A,YPL283W-A,576,187.8723765
YPL253C,VIK1,1944,2356.164348
YPL196W,OXR1,822,3044.477219
YPL156C,PRM4,855,1709.116978
YPL191C,YPL191C,1083,1463.611353
YPL221W,FLC1,2382,8382.543469
YPL178W,CBC2,627,7430.380604
YPL219W,PCL8,1479,1486.396449
YPL166W,ATG29,642,659.297996
YPL183W-A,RTC6,282,2661.021545
YPL222C-A,YPL222C-A,246,344.120685
YPL195W,APL5,2799,9427.53602
YPL182C,YPL182C,384,53.43171933
YPL206C,PGC1,966,5282.235002
YPL214C,THI6,1623,3366.812314
YPL209C,IPL1,1104,1209.342386
YPL174C,NIP100,2607,2343.197485
YPL162C,YPL162C,822,1921.919003
YPL155C,KIP2,2121,3406.427928
YPL211W,NIP7,546,11146.73957
YPL220W,RPL1A,654,34615.03982
YPL177C,CUP9,921,6405.853854
YPL179W,PPQ1,1650,6081.68903
YPL167C,REV3,4515,2650.339321
YPL202C,AFT2,1251,3548.259339
YPL187W,MF%28ALPHA%291,498,2635.736552
YPL170W,DAP1,459,4243.739188
YPL205C,YPL205C,345,91.81677542
YPL199C,YPL199C,723,7758.107488
YPL190C,NAB3,2409,7432.381077
YPL201C,YIG1,1386,193.9778178
YPL183C,RTT10,3042,11461.00875
YPL215W,CBP3,1008,4580.534604
YPL188W,POS5,1245,3945.00899
YPL173W,MRPL40,894,2972.840955
YPL163C,SVS1,783,7417.858091
YPL212C,PUS1,1635,9065.953196
YPL208W,RKM1,1752,5293.109642
YPL189W,GUP2,1830,527.5252555
YPL154C,PEP4,1218,20085.81038
YPL189C-A,COA2,207,3563.205412
YPL164C,MLH3,2148,1811.866582
YPL194W,DDC1,1839,1475.298972
YPL204W,HRR25,1485,7279.257317
YPL184C,MRN1,1839,7301.974744
YPL159C,PET20,762,2277.476071
YPL198W,RPL7B,735,15433.42815
YPL193W,RSA1,1146,2962.188097
YPL216W,YPL216W,3309,2286.141145
YPL160W,CDC60,3273,45670.77669
YPL176C,TRE1,2352,5864.193622
YPL165C,SET6,1122,177.7542872
YPL218W,SAR1,573,20991.334
YPL200W,CSM4,471,27.52367519
YPL180W,TCO89,2400,3212.84177
YPL181W,CTI6,1521,5211.639333
YPL213W,LEA1,717,2784.280361
YPL172C,COX10,1389,2447.508771
YPL197C,YPL197C,414,1347.18842
YPL157W,TGS1,948,3967.614491
YPL217C,BMS1,3552,15859.97393
YPL185W,YPL185W,396,70.97543673
YPL161C,BEM4,1902,3426.12916
YPL175W,SPT14,1359,2909.392399
YPL207W,TYW1,2433,10591.64489
YPL158C,AIM44,2277,6677.572508
YPL192C,PRM3,402,218.4071471
YPL168W,YPL168W,1293,2112.305735
YPL203W,TPK2,1143,2898.365441
YPL210C,SRP72,1923,13277.0419
YPL186C,UIP4,915,746.4593668
YPL171C,OYE3,1203,329.9441041
YPL169C,MEX67,1800,6156.653827
YPL144W,POC4,447,3351.434061
YPL114W,YPL114W,420,339.7547202
YPL152W-A,YPL152W-A,99,49.33600583
YPL099C,INA17,549,2235.957933
YPL121C,MEI5,669,16.28438512
YPL104W,MSD1,1977,2588.280961
YPL136W,YPL136W,369,44.04261931
YPL128C,TBF1,1689,3282.439736
YPL152W,RRD2,1077,2353.768424
YPL113C,YPL113C,1191,780.2816034
YPL148C,PPT2,522,1405.377431
YPL092W,SSU1,1377,4142.555634
YPL131W,RPL5,894,167704.2769
YPL125W,KAP120,3099,6989.747476
YPL089C,RLM1,2031,3020.060407
YPL141C,FRK1,2598,2985.305002
YPL100W,ATG21,1491,3284.541911
YPL117C,IDI1,867,14844.38396
YPL087W,YDC1,954,5442.043541
YPL097W,MSY1,1479,3421.643057
YPL119C,DBP1,1854,468.7395997
YPL105C,SYH1,2550,9488.065015
YPL142C,YPL142C,318,9218.209015
YPL135W,ISU1,498,9873.033794
YPL129W,TAF14,735,8731.644392
YPL151C,PRP46,1356,3634.696239
YPL145C,KES1,1305,15546.78891
YPL093W,NOG1,1944,21702.01312
YPL094C,SEC62,825,12631.4005
YPL122C,TFB2,1542,3345.083824
YPL149W,ATG5,885,4080.925231
YPL096C-A,ERI1,207,1231.437175
YPL146C,NOP53,1368,8696.649423
YPL139C,UME1,1383,3004.044257
YPL119C-A,YPL119C-A,264,145.679059
YPL101W,ELP4,1371,4953.157381
YPL108W,YPL108W,507,1997.501133
YPL112C,PEX25,1185,5456.070735
YPL086C,ELP3,1674,8473.630727
YPL090C,RPS6A,711,50251.6566
YPL130W,SPO19,672,166.9526827
YPL088W,YPL088W,1029,3139.662878
YPL106C,SSE1,2082,79318.27016
YPL126W,NAN1,2691,13672.34302
YPL111W,CAR1,1002,7809.138992
YPL150W,YPL150W,2706,4103.548171
YPL116W,HOS3,2094,3998.069811
YPL133C,RDS2,1341,2849.370847
YPL123C,RNY1,1305,1840.63813
YPL102C,YPL102C,303,39.33082577
YPL134C,ODC1,933,2455.464085
YPL143W,RPL33A,324,100472.5337
YPL115C,BEM3,3387,5046.893741
YPL109C,YPL109C,1974,1319.060497
YPL135C-A,YPL135C-A,174,89.62371025
YPL095C,EEB1,1371,3596.675521
YPL107W,YPL107W,747,1485.289764
YPL137C,GIP3,3831,8515.807391
YPL127C,HHO1,777,6224.335315
YPL138C,SPP1,1062,2907.476472
YPL147W,PXA1,2613,1531.193024
YPL120W,VPS30,1674,2262.37981
YPL098C,MGR2,342,4057.692087
YPL091W,GLR1,1452,11706.89566
YPL103C,FMP30,1407,2510.477933
YPL140C,MKK2,1521,2932.161715
YPL110C,GDE1,3672,3682.304973
YPL118W,MRP51,1035,7201.625813
YPL096W,PNG1,1092,2848.877219
YPL132W,COX11,903,2936.38168
YPL124W,SPC29,762,1880.590263
YPL076W,GPI2,843,1288.616957
YPL040C,ISM1,3009,3115.493104
YPL056C,LCL1,306,396.839261
YPL039W,YPL039W,951,1772.539451
YPL071C,YPL071C,471,2139.238373
YPL049C,DIG1,1359,6123.447233
YPL024W,RMI1,726,2396.474879
YPL036W,PMA2,2844,2816.833421
YPL084W,BRO1,2535,5293.46341
YPL066W,RGL1,1440,3436.250036
YPL078C,ATP4,735,12825.65746
YPL047W,SGF11,300,2489.825446
YPL077C,YPL077C,723,1333.069988
YPL072W,UBP16,1500,1783.608506
YPL044C,YPL044C,549,160.639237
YPL033C,SRL4,846,50.0757257
YPL029W,SUV3,2214,3335.749686
YPL019C,VTC3,2508,34433.92081
YPL020C,ULP1,1866,3476.988131
YPL060C-A,YPL060C-A_CDS,5409,2305.045429
YPL061W,ALD6,1503,86282.64273
YPL043W,NOP4,2058,11309.28874
YPL053C,KTR6,1341,8400.617207
YPL048W,CAM1,1248,25248.96267
YPL037C,EGD1,474,49853.94463
YPL027W,SMA1,738,27.60446569
YPL080C,YPL080C,327,421.1396199
YPL065W,VPS28,729,1946.925577
YPL057C,SUR1,1149,4250.874086
YPL028W,ERG10,1197,33905.04453
YPL023C,MET12,1974,6821.554536
YPL060W,MFM1,1242,1523.315188
YPL038W-A,YPL038W-A,192,401.7760548
YPL083C,SEN54,1404,3274.978274
YPL054W,LEE1,906,207.592252
YPL042C,SSN3,1668,3616.817837
YPL046C,ELC1,300,1764.028709
YPL075W,GCR1,2358,5428.336081
YPL073C,YPL073C,486,31.79347105
YPL030W,TRM44,1704,4202.502092
YPL064C,CWC27,906,4528.678155
YPL074W,YTA6,2265,4745.336877
YPL058C,PDR12,4536,10635.4925
YPL034W,YPL034W,498,1813.633858
YPL082C,MOT1,5604,14621.32469
YPL051W,ARL3,597,2358.814954
YPL026C,SKS1,1509,2855.207034
YPL025C,YPL025C,558,64.54633132
YPL031C,PHO85,918,4912.874393
YPL070W,MUK1,1839,2462.464974
YPL022W,RAD1,3303,5882.521401
YPL038W,MET31,534,2470.533505
YPL063W,TIM50,1431,9889.619301
YPL041C,YPL041C,624,1116.669573
YPL055C,LGE1,999,2708.367211
YPL068C,YPL068C,882,1758.840652
YPL018W,CTF19,1110,2123.266872
YPL079W,RPL21B,483,67912.33974
YPL035C,YPL035C,348,80.61025904
YPL021W,ECM23,564,13.84569737
YPL017C,IRC15,1500,727.6681258
YPL067C,YPL067C,597,1769.625479
YPL052W,OAZ1,879,2791.748508
YPL069C,BTS1,1008,2064.411755
YPL032C,SVL3,2478,7763.813337
YPL045W,VPS16,2397,3869.19431
YPL050C,MNN9,1188,11744.16372
YPL059W,GRX5,453,6439.407927
YPL081W,RPS9A,594,25264.93182
YPL062W,YPL062W,405,20.46655466
YPR041W,TIF5,1218,29199.82438
YPR015C,YPR015C,744,252.5472276
YPR025C,CCL1,1182,3854.573257
YPR034W,ARP7,1434,6350.767324
YPL010W,RET3,570,13523.92928
YPR002W,PDH1,1551,1405.586779
YPL006W,NCR1,3513,5257.34916
YPR032W,SRO7,3102,3499.354702
YPR011C,YPR011C,981,2565.248826
YPR010C-A,YPR010C-A,219,7114.71709
YPR006C,ICL2,1728,1558.494002
YPL002C,SNF8,702,2486.759843
YPR020W,ATP20,348,5025.184842
YPR036W,VMA13,1437,32021.99207
YPR016C,TIF6,738,12910.67626
YPR038W,IRC16,360,108.4639471
YPL009C,RQC2,3117,7693.325318
YPL015C,HST2,1074,3796.540335
YPR001W,CIT3,1461,484.868813
YPR023C,EAF3,1206,6397.632148
YPR033C,HTS1,1641,23214.08291
YPR040W,TIP41,1071,2446.669775
YPR012W,YPR012W,255,85.52403429
YPR024W,YME1,2244,11549.06101
YPR013C,CMR3,954,1829.877896
YPR005C,HAL1,885,826.0214044
YPL011C,TAF3,1062,3457.775492
YPL005W,AEP3,1821,1723.505283
YPR017C,DSS4,432,2533.983851
YPR027C,YPR027C,834,176.5842103
YPR037C,ERV2,591,3751.350488
YPR002C-A,YPR002C-A,198,410.612598
YPR039W,YPR039W,336,134.2479593
YPL008W,CHL1,2586,3368.727296
YPR009W,SUT2,807,2749.769379
YPL001W,HAT1,1125,4594.525616
YPR030W,CSR2,3366,1230.321639
YPR043W,RPL43A,279,99120.76617
YPR029C,APL4,2499,7257.370544
YPL012W,RRP12,3687,17490.39383
YPR004C,AIM45,1035,7659.276001
YPL004C,LSP1,1026,19062.07641
YPR022C,YPR022C,3402,5412.576777
YPR018W,RLF2,1821,2993.556427
YPR008W,HAA1,2085,4356.765735
YPR031W,NTO1,2247,2900.857526
YPR026W,ATH1,3636,2256.181536
YPR014C,YPR014C,330,47.16180762
YPR003C,YPR003C,2265,2515.247746
YPL007C,TFC8,1767,3775.145659
YPR016W-A,YPR016W-A,261,212.0225914
YPR035W,GLN1,1113,57090.36797
YPR021C,AGC1,2709,3509.773647
YPR019W,MCM4,2802,6306.838255
YPR042C,PUF2,3228,3401.055731
YPR044C,OPI11,354,11011.60784
YPR010C,RPA135,3612,35264.37272
YPR036W-A,SPO24,204,58835.66634
YPL014W,YPL014W,1146,2105.763232
YPR028W,YOP1,543,23251.08766
YPL003W,ULA1,1389,2902.482384
YPR007C,REC8,2043,404.6898757
YPL013C,MRPS16,366,5118.042122
YPR084W,YPR084W,1371,2026.615604
YPR052C,NHP6A,282,10416.96515
